clean_description,genre
pyrene mountain near carcassonn alic volunt archaeolog dig stumbl cave make startl discoverytwo crumbl skeleton strang write wall pattern labyrinth eight hundr year earlier eve brutal crusad rip apart southern franc young woman name alai given ring mysteri book safekeep father book say contain secret true grail ring inscrib labyrinth identifi guardian grail crusad armi gather outsid citi wall carcassonn take tremend sacrific keep secret labyrinth safe kate moss intern bestsel author sale five million copi languag fiction includ novel labyrinth sepulchr winter ghost citadel well acclaim collect short stori mistleto bride haunt tale kate new novel taxidermist daughter,Fiction
karim amir live english mother indian father routin comfort suburban london endur teenag year good humor alway lookout adventur sexual possibl life get interest howev father becom buddha suburbia beguil circl wouldb mystic buddha fall love one discipl beauti brazen eva karim introduc world renegad theater director punk rock star fanci parti sex young man could desir love stori least two gener highspirit comedi sexual manner social turmoil one enchant provoc origin book appear year,Fiction
tell breathtak stori calliop stephanid three gener greekamerican stephanid famili travel tini villag overlook mount olympu asia minor prohibitionera detroit wit glori day motor citi race riot move treelin street suburban gross point michigan understand calliop like girl uncov guilti famili secret astonish genet histori turn calli cal one audaci wondrou narrat contemporari fiction lyric thrill exhilar reinvent american epic,Fiction
greatest heist career gone spectacularli sour lock trust partner jean bare escap live least jean lock slowli succumb deadli poison alchemist physik cure yet end near mysteri bondsmag offer lock opportun either save finish magi polit elect immin faction need pawn lock agre play role sorceri use purg venom bodi though process excruci may well wish death lock oppos two factor caus crumbl jean implor bondsmag mention woman lock past sabetha love life equal skill wit greatest rival,Fiction
septemb beauti new york editor retreat lone cabin hill quiet main beach town dead riveroff seasonawait sister friend nearbi savag human famili tast flesh lurk darken wood watch wait moon rise night fall mani hour pass five civil sophist peopl one tire old countri sheriff learn primit beneath surfaceand limit surviv,Fiction
new secret old flame hidden agenda send bounti hunter stephani plum outrag adventur yet,Fiction
war ender wiggin team brilliant childwarrior enemi destroy human race save ender refus return planet crew gone home famili scatter across globe battl school extern threat gone earth becom battlefield children battl school hero potenti weapon bring power countri control one one ender dragon armi kidnap bean escap turn help ender brother peter,Fiction
welsh coast bask summer tranquil drown begin monstrou crustacean crawl ashor pincer pois destruct world understand threat face born novemb small villag hopwa near tamworth staffordshir england mother prewar histor novelist e weal alway encourag write,Fiction
dome stori small town chester mill main inexplic suddenli seal rest world invis forc field one get one get food electr water run short normal rule societi chang new sinist social order develop dale barbara young iraq veteran team hand intrepid citizen fight corrupt sweep town tri discov sourc dome late,Fiction
clare kendri lead danger life fair eleg ambiti marri white man unawar african american heritag sever tie past clare childhood friend iren redfield lightskin chosen remain within african american commun refus acknowledg racism continu constrict famili happi chanc encount forc women confront lie told othersand secret fear buri within first publish,Fiction
thousand live underground theyv live long legend peopl live anywher els life requir rule strict rule thing must discuss like go outsid never mention might like go outsid youll get wish,Fiction
joshua lauren perfect coupl newli marri theyr wildli love success reward career path lauren diagnos termin ill,Fiction
weav brilliant latticework famili legend loss love ta obreht youngest twenti best american fiction writer forti spun timeless novel establish one vibrant origin author gener,Fiction
,Fiction
one boldest celebr new literari voic novel young woman effort duck ill world embark extend hibern help one worst psychiatrist annal literatur batteri medicin prescrib narrat happi shouldnt she young thin pretti recent columbia graduat work easi job hip art galleri live apart upper east side manhattan paid like rest need inherit dark vacuou hole heart isnt loss parent way wall street boyfriend treat sadomasochist relationship best friend reva year citi aglitt wealth possibl could terribl wrong,Fiction
one day rain didnt stop flood water slowli rose coastal citi town disappear peopl believ end world mayb right water wasnt worst part even terrifi soak rain drove beneath earth unimagin creatur writh burrow devour path hope alreadydevast mankind conqueror worm brian keen write novel comic book short fiction occasion journal money author forti book mostli horror crime dark fantasi genr novel rise often credit along robert kirkman walk dead comic danni boyl day later film inspir pop cultur current interest zombi keen novel translat german spanish polish italian french taiwanes mani addit origin work keen written media properti doctor hellboy master univers superman,Fiction
